414,GO-20051297377,2005/10/24 04:00:00+00,15,Afternoon,25
415,GO-20051170440,2005/10/24 04:00:00+00,2,Night,77
416,GO-20051293131,2005/10/25 04:00:00+00,0,Night,44
417,GO-20051354230,2005/10/29 04:00:00+00,2,Night,77
418,GO-20051372613,2005/10/31 05:00:00+00,21,Evening,47
419,GO-20051317338,2005/11/01 05:00:00+00,2,Night,117
420,GO-20051172520,2005/11/01 05:00:00+00,12,Afternoon,21
421,GO-20051242536,2005/11/02 05:00:00+00,20,Evening,52
422,GO-20051297290,2005/11/05 05:00:00+00,0,Night,44
423,GO-20051299785,2005/11/08 05:00:00+00,0,Night,136
424,GO-20051268235,2005/11/08 05:00:00+00,21,Evening,136
425,GO-20051271765,2005/11/09 05:00:00+00,0,Night,120
426,GO-20051345445,2005/11/09 05:00:00+00,15,Afternoon,107
427,GO-20051322417,2005/11/14 05:00:00+00,0,Night,22
428,GO-20051241153,2005/11/14 05:00:00+00,15,Afternoon,24
429,GO-20051258191,2005/11/18 05:00:00+00,12,Afternoon,1
430,GO-20051339285,2005/11/18 05:00:00+00,21,Evening,65
431,GO-20051260443,2005/11/18 05:00:00+00,23,Evening,1
432,GO-20051203108,2005/11/19 05:00:00+00,1,Night,25
433,GO-20051366538,2005/11/20 05:00:00+00,5,Night,139
434,GO-20051356100,2005/11/22 05:00:00+00,0,Night,45
435,GO-20051335349,2005/11/23 05:00:00+00,21,Evening,73
436,GO-20051421294,2005/11/23 05:00:00+00,18,Evening,14
437,GO-20051438767,2005/11/27 05:00:00+00,23,Evening,1
438,GO-20051428567,2005/11/29 05:00:00+00,14,Afternoon,93
439,GO-20051440086,2005/12/01 05:00:00+00,19,Evening,
440,GO-20051453225,2005/12/04 05:00:00+00,3,Night,76
441,GO-20051514521,2005/12/11 05:00:00+00,0,Night,24
442,GO-20051268625,2005/12/16 05:00:00+00,19,Evening,111
443,GO-20051402217,2005/12/17 05:00:00+00,3,Night,92
